DealerNumber,LegancyDealerNumber,DealerFullName,DealerShortName,DiscountCode,PricingTypeCode,ProductFrom,TypeofServiceFrom,ReplacementProductType,SecondReplacementMethod,ReplacementPaymentMethodCode,InterestChargedCode,DateOfRecordEntry,DateOfLastMaintained,LastChangedEmployeeNumber,RecordActivityStatusFlag,CancellationProcessiongCode,AuditCreateDate,AuditType
15021,15021 A,COAST TO COAST           15021,34234,,1,2,2,3,0,1,,950227,950227,0,I,1,10:44.0,I
15020,15020 A,COAST TO COAST           15020,66713,,1,2,2,3,0,1,,950227,950227,0,I,1,10:44.0,I
16032,16032 A,COAST TO COAST           16032,32198,,1,2,2,3,0,1,,950227,950227,0,I,1,10:44.0,I
16018,16018 A,COAST TO COAST           16018,33347,,1,2,2,3,0,1,,950227,950227,0,I,1,10:44.0,I
16019,16019 A,COAST TO COAST           16019,35805,,1,2,2,3,0,1,,950227,950227,0,I,1,10:44.0,I
96,170122A,COAST TO COAST              96,30368,,1,2,2,3,0,1,,950227,960408,0,I,1,10:44.0,I
97,170128A,COAST TO COAST              97,30369,,1,2,2,3,0,1,,950227,960408,0,A,1,10:44.0,I
98,170121A,COAST TO COAST              98,31725,,1,2,2,3,0,1,,950227,960408,0,I,1,10:44.0,I
53143,53143 A,COAST TO COAST           53143,2526,,1,2,2,3,0,1,,950227,960408,0,I,1,10:44.0,I
99,210197A,COAST TO COAST              99,31641,,1,2,2,3,0,1,,950228,970408,0,I,1,10:44.0,I
100,210196A,COAST TO COAST             100,31859,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
2033,2033  A,COAST TO COAST            2033,53055,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
53135,NULL,COAST TO COAST           53135,57455,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
22029,22029 A,COAST TO COAST           22029,509,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
22033,22033 A,COAST TO COAST           22033,1075,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
22030,22030 A,COAST TO COAST           22030,1079,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
22034,22034 A,COAST TO COAST           22034,2323,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
53122,53122 A,COAST TO COAST           53122,2667,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
22044,22044 A,COAST TO COAST           22044,3739,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
22031,22031 A,COAST TO COAST           22031,4955,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
22039,22039 A,COAST TO COAST           22039,5822,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
22035,22035 A,COAST TO COAST           22035,6002,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
22028,22028 A,COAST TO COAST,7091,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
53140,53140 A,COAST TO COAST           53140,7192,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
22037,22037 A,COAST TO COAST           22037,9373,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
22036,22036 A,COAST TO COAST           22036,1006,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
101,240100A,COAST TO COAST             101,3272,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
53403,53403 A,COAST TO COAST           53403,1078,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
2304,2304  A,COAST TO COAST            2304,31687,,1,2,2,3,0,1,,950228,970408,0,I,1,10:44.0,I
2504,2504  A,COAST TO COAST            2504,923,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
2503,2503  A,COAST TO COAST            2503,2195,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
2506,2506  A,COAST TO COAST            2506,2252,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
2502,2502  A,COAST TO COAST            2502,4831,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
2501,2501  A,COAST TO COAST            2501,4932,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
2505,2505  A,COAST TO COAST            2505,5626,,1,2,2,3,0,1,,950228,1010829,0,A,1,10:44.0,I
22038,22038 A,COAST TO COAST           22038,8050,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
53484,53484 A,COAST TO COAST           53484,2766,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
53557,53557 A,32085 TO COAST           53557,3892,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
32085,32085 A,COAST TO COAST           32085,31816,,1,2,2,3,0,1,,950228,950228,0,I,1,10:44.0,I
3311,3311  A,COAST TO COAST            3311,1030,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
3306,3306  A,COAST TO COAST            3306,1064,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
3310,3310  A,COAST TO COAST            3310,1165,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
3308,3308  A,COAST TO COAST            3308,1572,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
3309,3309  A,COAST TO COAST            3309,2010,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
3312,3312  A,COAST TO COAST            3312,4970,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
3307,3307  A,COAST TO COAST            3307,5259,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
53558,53558 A,COAST TO COAST           53558,4291,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
26016,26016 A,COAST TO COAST           26016,941,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
26015,26015 A,COAST TO COAST           26015,95,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
26013,26013 A,COAST TO COAST           26013,5933,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
26018,26018 A,COAST TO COAST           26018,6264,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
26017,26017 A,COAST TO COAST           26017,8239,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
26014,26014 A,COAST TO COAST           26014,50675,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
3005,3005  A,COAST TO COAST            3005,357,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
34022,NULL,COAST TO COAST           34022,38883,,1,2,2,3,0,1,,950228,950228,0,I,1,10:44.0,I
35030,35030 A,COAST TO COAST           35030,324,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
35027,35027 A,COAST TO COAST           35027,387,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
53436,53436 A,COAST TO COAST           53436,317,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
35029,35029 A,COAST TO COAST           35029,3719,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
53354,53354 A,COAST TO COAST           53354,6593,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
53144,53144 A,COAST TO COAST           53144,30328,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
35026,35026 A,COAST TO COAST           35026,30487,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
53429,53429 A,COAST TO COAST           53429,307,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
35031,35031 A,COAST TO COAST           35031,31697,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
53428,53428 A,COAST TO COAST           53428,31793,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
35032,35032 A,COAST TO COAST           35032,34092,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
36015,36015 A,COAST TO COAST           36015,50585,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
53137,53137 A,COAST TO COAST           53137,50620,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
36018,36018 A,COAST TO COAST           36018,50756,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
53492,53492 A,COAST TO COAST           53492,51108,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
36016,36016 A,COAST TO COAST           36016,56916,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
36017,36017 A,COAST TO COAST           36017,58719,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
39011,39011 A,COAST TO COAST           39011,30371,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
4007,4007  A,COAST TO COAST           4007,337,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
4006,4006  A,COAST TO COAST            4006,543,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
4009,4009  A,COAST TO COAST           4009,1799,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
40012,40012 A,COAST TO COAST           40012,2242,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
40011,40011 A,COAST TO COAST           40011,5712,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
40010,40010 A,COAST TO COAST           40010,6630,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
40013,40013 A,COAST TO COAST,8196,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
4008,4008  A,COAST TO COAST            4008,9232,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
53560,53560 A,COAST TO COAST           53560,2330,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
41075,41075 A,COAST TO COAST           41075,30393,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
102,410104A,COAST TO COAST             102,31765,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
103,420477A,COAST TO COAST             103,320,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
104,420478A,COAST TO COAST             104,364,,1,2,2,3,0,1,,950228,970408,0,I,1,10:44.0,I
53131,53131 A,COAST TO COAST           53131,297,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
105,420539A,COAST TO COAST             105,31622,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
53402,53402 A,COAST TO COAST           53402,31755,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
53483,53483 A,COAST TO COAST           53483,31768,,1,2,2,3,0,1,,950228,960408,0,I,1,10:44.0,I
53559,53559 A,COAST TO COAST           53559,31785,,1,2,2,3,0,1,,950228,970408,0,I,1,10:44.0,I
53521,53521 A,COAST TO COAST           53521,31798,,1,2,2,3,0,1,,950301,960408,0,I,1,10:44.0,I
106,NULL,COAST TO COAST             106,359,,1,2,2,3,0,1,,950301,960408,0,A,1,10:44.0,I
45058,45058 A,COAST TO COAST           45058,37219,,1,2,2,3,0,1,,950301,960408,0,I,1,10:44.0,I
40694,40694 A,COAST TO COAST           40694,50376,,1,2,2,3,0,1,,950301,960408,0,I,1,10:44.0,I
46078,46078 A,COAST TO COAST           46078,50492,,1,2,2,3,0,1,,950301,960408,0,I,1,10:44.0,I
46082,46082 A,COAST TO COAST           46082,50752,,1,2,2,3,0,1,,950301,960408,0,I,1,10:44.0,I
46079,46079 A,COAST TO COAST           46079,51863,,1,2,2,3,0,1,,950301,960408,0,I,1,10:44.0,I
46077,46077 A,COAST TO COAST           46077,52475,,1,2,2,3,0,1,,950301,960408,0,I,1,10:44.0,I
40693,40693 A,COAST TO COAST           40693,57494,,1,2,2,3,0,1,,950301,970408,0,I,1,10:44.0,I
46080,46080 A,COAST TO COAST           46080,58040,,1,2,2,3,0,1,,950301,960408,0,I,1,10:44.0,I
48036,48036 A,COAST TO COAST           48036,2226,,1,2,2,3,0,1,,950301,960408,0,I,1,10:44.0,I
48027,48027 A,COAST TO COAST           48027,6348,,1,2,2,3,0,1,,950301,960408,0,I,1,10:44.0,I
48018,48018 A,COAST TO COAST           48018,36850,,1,2,2,3,0,1,,950301,960408,0,I,1,10:44.0,I
48031,48031 A,COAST TO COAST           48031,38800,,1,2,2,3,0,1,,950301,960408,0,I,1,10:44.0,I
107,490520A,COAST TO COAST             107,1350,,1,2,2,3,0,1,,950301,960408,0,I,1,10:44.0,I
108,490519A,COAST TO COAST             108,1541,,1,2,2,3,0,1,,950301,960408,0,I,1,10:44.0,I
53138,53138 A,COAST TO COAST           53138,4409,,1,2,2,3,0,1,,950301,980716,0,I,1,10:44.0,I
109,490518A,COAST TO COAST,7205,,1,2,2,3,0,1,,950301,960408,0,I,1,10:44.0,I
110,490521A,COAST TO COAST             110,7578,,1,2,2,3,0,1,,950301,960408,0,I,1,10:44.0,I
53286,53286 A,COAST TO COAST           53286,2673,,1,2,2,3,0,1,,950301,960408,0,I,1,10:44.0,I
53141,53141 A,COAST TO COAST           53141,2504,,1,2,2,3,0,1,,950301,960408,0,I,1,10:44.0,I
111,NULL,COAST TO COAST             111,52,,1,2,2,3,0,1,,950301,960408,0,A,1,10:44.0,I
112,340228A,COAST TO COAST             112,38883,,1,2,2,3,0,1,,950301,960408,0,I,1,10:44.0,I
68003,68003 A,ALLENS AUDIO AND VIDEO REPAIR,NESDA,,1,2,2,0,0,1,,950301,961216,0,I,1,10:44.0,I
53616,53616 A,WESTERN AUTO            53616,22764,,1,1,3,2,0,1,,950301,1020903,0,I,2,10:44.0,I
53615,53615 A,WESTERN AUTO            53615,25593,,1,1,3,3,0,1,,950301,980729,0,I,2,10:44.0,I
53614,53614 A,WESTERN AUTO            53614,24315,,1,1,3,3,0,1,,950301,950921,0,I,2,10:44.0,I
53613,53613 A,COAST TO COAST           53613,2253,,1,2,2,3,0,1,,950301,960408,0,I,1,10:44.0,I
53621,53621 A,WESTERN AUTO            53621,18879,,1,1,3,3,0,1,,950302,980729,0,I,2,10:44.0,I
53619,53619 A,BROWNIE'S A_OK APPLIANCE,BROWNI,,1,2,2,0,0,1,,950302,980624,0,A,1,10:44.0,I
53618,53618 A,GALAXY SATELLITE & TV REPAIR,GALAXY,,2,2,2,3,0,1,,950302,950316,0,I,1,10:44.0,I
40237,40237 A,COAST TO COAST           40237,53106,,1,2,2,3,0,1,,950302,960408,0,I,1,10:44.0,I
14022,14022 A,COAST TO COAST           14022,31598,,1,2,2,3,0,1,,950302,960408,0,I,1,10:44.0,I
53333,53333 A,COAST TO COAST           53333,30416,,1,2,2,3,0,1,,950302,960408,0,I,1,10:44.0,I
36019,36019 A,COAST TO COAST           36019,53061,,1,2,2,3,0,1,,950302,960408,0,I,1,10:44.0,I
46081,46081 A,COAST TO COAST           46081,53088,,1,2,2,3,0,1,,950302,970408,0,I,1,10:44.0,I
53335,53335 A,COAST TO COAST           53335,31771,,1,2,2,3,0,1,,950302,950302,0,I,1,10:44.0,I
53625,53625 A,WESTERN AUTO            53625,10397,,1,1,3,3,0,1,,950314,950919,0,I,2,10:44.0,I
53626,53626 A,WESTERN AUTO            53626,24463,,1,1,3,3,0,1,,950314,980729,0,I,2,10:44.0,I
77077,77077 A,A & G RADIO,PSA,,1,2,2,0,0,1,,950315,990428,0,A,1,10:44.0,I
77078,77078 A,BROWNIE'S A-OK APPLIANCE,PSA,,1,2,2,0,0,1,,950315,990428,0,I,1,10:44.0,I
53628,53628 A,WESTERN AUTO            53628,15073,,1,1,3,3,0,1,,950315,950919,0,I,2,10:44.0,I
53629,53629 A,WESTERN AUTO            53629,11262,,1,1,3,3,0,1,,950315,950919,0,I,2,10:44.0,I
68004,68004 A,PARADISE SOUND & VIDEO,NESDA,,1,2,2,0,0,1,,950316,961216,0,I,1,10:44.0,I
77079,77079 A,DUMAS APPLIANCE REPAIR,PSA,,1,2,2,0,0,1,,950316,961212,0,I,1,10:44.0,I
53623,53623 A,BAYNE TV & APPLIANCE CO,BAYNE,,1,2,3,0,0,1,,950316,980624,0,I,2,10:44.0,I
53624,53624 A,NATIONAL COMMUNICATION SERVICE,NATION,,1,2,2,2,2,1,,950317,980625,0,I,1,10:44.0,I
9122,9122  A,COMPUTER CRISIS CENTER INC,COMPUT,,2,2,2,3,0,1,,950317,961003,0,I,1,10:44.0,I
53622,53622 A,COAST TO COAST           31799,31799,,1,2,2,3,0,1,,950320,960408,0,I,1,10:44.0,I
53633,53633 A,COUNTRY POWER EQUIPMENT SALES,COUNTR,,2,2,2,2,0,1,,950322,950322,0,I,1,10:44.0,I
53632,53632 A,ELECTROMATIC,ELECTR,,1,2,2,2,0,1,,950322,961210,0,I,1,10:44.0,I
113,NULL,COAST TO COAST LAWN & GARDEN,L&G,,1,2,2,0,0,1,,950322,1000317,0,A,1,10:44.0,I
77081,77081 A,URBAN & SUBURBAN APPLIANCES IN,PSA,,1,2,2,0,0,2,,950328,961212,0,I,2,10:44.0,I
77080,77080 A,SKYLINE APPLIANCE SERVICE,SKYLIN,,1,2,2,0,0,2,,950328,990428,0,I,2,10:44.0,I
53630,53630 A,WESTERN AUTO,49684,,1,1,3,3,0,2,,950328,980729,0,I,2,10:44.0,I
53635,53635 A,WESTERN AUTO,61762,,1,1,3,3,0,2,,950328,950919,0,I,2,10:44.0,I
53636,53636 A,GINO'S RADIO & TV,GINOS,,2,2,2,3,3,2,,950331,950331,0,I,1,10:44.0,I
62242,62242 A,SMITH FURNITURE,SMITH,,2,2,3,0,0,1,,950331,950614,0,I,1,10:44.0,I
53627,53627 A,SMITH FURNITURE CO.,SMITH,,1,2,2,3,0,1,,950331,970123,0,I,1,10:44.0,I
53637,53637 A,WESTERN AUTO            53637,82933,,1,1,3,3,0,1,,950403,980729,0,I,2,10:44.0,I
53638,53638 A,HOMETOWN BRAND CENTER,2537,,1,2,2,2,0,1,,950403,1000822,0,I,1,10:44.0,I
77082,77082 A,COLORTRONICS,PSA,,1,2,2,0,0,1,,950403,961212,0,I,1,10:44.0,I
77083,77083 A,KENCO SERVICES,PSA,,1,2,2,0,0,1,,950403,970108,0,I,1,10:44.0,I
77084,77084 A,ORTEGA SPECIALTY SERVICE,PSA,,1,2,2,0,0,1,,950403,961212,0,I,1,10:44.0,I
53644,53644 A,MCNALLY APPLIANCES,MCNALL,,1,2,2,0,0,1,,950410,980625,0,I,1,10:44.0,I
53645,53645 A,WEST COAST ENTERPRISES,WEST C,,2,2,2,0,0,1,,950410,950410,0,I,1,10:44.0,I
53641,53641 A,WESTERN AUTO            53641,56754,,1,1,3,3,0,1,,950410,980729,0,I,1,10:44.0,I
53642,53642 A,WESTERN AUTO            53642,31344,,1,1,3,3,0,1,,950410,980729,0,I,1,10:44.0,I
53639,53639 A,HOMETOWN BRAND CENTER    53639,2112,,1,2,2,3,0,1,,950410,1000821,0,I,2,10:44.0,I
53640,53640 A,HOMETOWN BRAND CENTER    53640,6284,,1,2,2,3,0,1,,950410,980730,0,I,2,10:44.0,I
77085,77085 A,STRAUSS PHOTO TECH SVC,PSA,,1,2,2,0,0,1,,950410,961212,0,I,1,10:44.0,I
68007,68007 A,GINO'S RADIO & TV,NESDA,,1,2,2,0,0,1,,950410,961216,0,I,1,10:44.0,I
68005,68005 A,ELECTROMATIC,NESDA,,1,2,2,0,0,1,,950410,961216,0,I,1,10:44.0,I
68006,68006 A,SHARPER VIDEO,NESDA,,1,2,2,0,0,1,,950410,961216,0,I,1,10:44.0,I
53617,53617 A,"EASTMAN, AN OFFICE DEPOT CO",EASTMA,,1,2,3,0,0,1,,950410,960815,0,I,1,10:44.0,I
114,NULL,NESDA GENERIC PRICING,NESDA,,1,2,2,0,0,1,,950411,1000317,0,A,1,10:44.0,I
53643,53643 A,COAST TO COAST           53643,31822,,1,2,2,3,0,1,,950412,950412,0,I,1,10:44.0,I
68008,68008 A,MITCHELL TV,NESDA,,1,2,2,0,0,1,,950413,961216,0,I,1,10:44.0,I
68009,68009 A,A-V REPAIR CENTER,NESDA,,1,2,2,0,0,1,,950413,961216,0,I,1,10:44.0,I
68010,68010 A,MCALISTER ELECTRONICS,NESDA,,1,2,2,0,0,1,,950413,961216,0,I,1,10:44.0,I
53647,53647 A,SOUTHWEST APPLIANCE BEDDING,SOUTHW,,1,2,2,0,0,1,,950417,990603,0,I,1,10:44.0,I
77086,77086 A,W & R SERVICE INC,PSA,,1,2,2,0,0,1,,950421,990806,0,I,1,10:44.0,I
62243,62243 A,LASKEY FURNITURE,FLPP,,2,2,3,0,0,1,,950421,950614,0,I,1,10:44.0,I
53648,NULL,WESTERN AUTO            53648,38877,,1,1,3,3,0,1,,950424,950919,0,I,2,10:44.0,I
53649,53649 A,WESTERN AUTO            53649,26518,,1,1,3,3,0,1,,950424,980729,0,I,2,10:44.0,I
115,NULL,BOGUS GENERIC APPLIANCE PRICES,BOGUS,,1,2,2,0,0,1,,950425,1000317,0,A,1,10:44.0,I
53620,53620 A,O'ROURKE BROS DIST,O'ROUR,,1,2,3,0,0,1,,950426,970106,0,I,2,10:44.0,I
53555,53555 A,HOMETOWN BRAND CENTER    53555,2260,,1,2,2,3,0,1,,950427,980915,0,I,1,10:44.0,I
77087,77087 A,LLOYD'S APPLIANCE,PSA,,1,2,3,0,0,1,,950427,961212,0,I,1,10:44.0,I
53656,53656 A,GALT APPLIANCE,GALT A,,1,2,3,3,0,1,,950502,950628,0,I,1,10:44.0,I
53655,53655 A,ABC & ASSOCIATES,ABC &,,2,2,2,3,0,1,,950502,950502,0,I,1,10:44.0,I
53652,53652 A,WESTERN AUTO            53652,26799,,1,1,3,3,0,1,,950502,980729,0,I,2,10:44.0,I
53653,53653 A,WESTERN AUTO            53653,22509,,1,1,3,3,0,1,,950502,950919,0,I,2,10:44.0,I
53654,53654 A,COAST TO COAST           53654,367,,1,2,2,3,0,1,,950502,950502,0,I,1,10:44.0,I
27636,27636 A,AMEUBLEMENT DE BUREAU ABL,CANADA,,1,2,2,0,0,1,,950502,970204,0,I,1,10:44.0,I
27635,27635 A,I T ELECTRONICS,CANADA,,1,2,2,0,0,1,,950502,960115,0,I,1,10:44.0,I
27635,BCS009A,I T ELECTRONICS,CANADA,,1,2,2,0,0,1,,950502,960115,0,I,1,10:44.0,I
27634,27634 A,GIBSON SOUND & VISION,CANADA,,1,2,2,0,0,1,,950502,1020220,0,I,1,10:44.0,I
27633,27633 A,SMALL APPLIANCE REPAIR,CANADA,,2,2,2,0,0,1,,950502,950612,0,I,1,10:44.0,I
27632,27632 A,GOLDEN ELECTRONICS,CANADA,,1,2,2,0,0,1,,950503,970410,0,I,1,10:44.0,I
27631,27631 A,ADVANCE ELECTRONICS,CANADA,,2,2,2,1,0,1,,950503,950612,0,I,1,10:44.0,I
27630,27630 A,MERCURY BUSINESS MACHINE CO,CANADA,,2,2,2,1,0,1,,950503,970820,0,A,1,10:44.0,I
27630,27623 A,MERCURY BUSINESS MACHINE CO,CANADA,,2,2,2,1,0,1,,950503,970820,0,A,1,10:44.0,I
27628,27628 A,ASHOTS SMALL ENGINE,CANADA,,2,2,2,1,0,1,,950503,950612,0,I,1,10:44.0,I
27627,27627 A,MOBILE ELECTRONICS,CANADA,,1,2,2,0,0,1,,950503,950503,0,I,1,10:44.0,I
53651,53651 A,HILLS STORES INC,HILLS,,2,2,2,2,0,1,,950503,990806,0,I,1,10:44.0,I
5509,5509  A,WELBILT,WELBIL,,1,2,3,0,0,1,,950505,1000321,0,I,1,10:44.0,I
27629,27629 A,PRICE CLUB/COSTCO,CANADA,,1,2,2,0,0,1,,950509,950509,0,A,1,10:44.0,I
116,NULL,WESTERN AUTO MAINTENANCE WARR,WESTER,,1,1,2,3,0,1,,950509,1000317,0,A,1,10:44.0,I
77088,77088 A,RIDDLE APPLIANCE & TV,PSA,,1,2,2,0,0,1,,950512,961212,0,A,1,10:44.0,I
53661,53661 A,COAST TO COAST           53661,56358,,1,2,2,3,0,1,,950515,950515,0,I,1,10:44.0,I
53658,53658 A,COMPUTER DEPOT,COMPUT,,1,2,2,2,0,1,,950517,950612,0,I,1,10:44.0,I
53659,53659 A,ROSS COMPUTER & APPLIANCE,ROSS C,,1,2,3,3,0,1,,950517,950612,0,I,1,10:44.0,I
53660,53660 A,A-V REPAIR,A-V RE,,1,2,2,2,0,1,,950517,980624,0,I,1,10:44.0,I
53664,53664 A,WESTEC SYSTEMS,WESTEC,,2,2,2,3,0,1,,950519,950612,0,I,1,10:44.0,I
53665,53665 A,APPLIANCE DEPOT,APPLIA,,1,2,2,0,0,1,,950519,980624,0,I,1,10:44.0,I
53662,53662 A,MEYER RADIATOR & SMALL ENGINE,MEYER,,2,2,2,3,0,1,,950519,950612,0,I,1,10:44.0,I
40195,40195 A,PHONE MASTER,PHONE,,2,2,2,2,0,1,,950519,980915,0,I,1,10:44.0,I
53663,53663 A,KUPFERSCHMID INC,KUPFER,,1,2,2,0,0,1,,950519,980625,0,I,1,10:44.0,I
53668,53668 A,HOMETOWN BRAND CENTER    53668,2308,,1,2,2,2,0,1,,950519,980730,0,I,1,10:44.0,I
53669,53669 A,WESTERN AUTO            53669,57133,,1,2,3,3,0,1,3,950519,950919,0,I,1,10:44.0,I
77089,77089 A,ARLY'S APPLIANCE,PSA,,1,2,2,0,0,1,,950519,961212,0,I,1,10:44.0,I
77090,77090 A,FRANK'S TV & APPLIANCE,PSA,,1,2,2,0,0,1,,950520,961212,0,I,1,10:44.0,I
68011,68011 A,MEYER APPLIANCE,NESDA,,1,2,2,0,0,1,,950520,961219,0,I,1,10:44.0,I
68012,68012 A,APPLIANCE DEPOT,NESDA,,1,2,2,0,0,1,,950520,970820,0,I,1,10:44.0,I
68012,69012 A,APPLIANCE DEPOT,NESDA,,1,2,2,0,0,1,,950520,970820,0,I,1,10:44.0,I
27637,27637 A,MOTORSPORT INTERNATIONAL,CANADA,,1,2,2,0,0,1,,950525,950525,0,I,1,10:44.0,I
27638,27638 A,SHERITONE INTERNATIONAL,CANADA,,2,2,2,3,0,1,,950525,960115,0,I,1,10:44.0,I
27639,27639 A,SOUND FX AUTOSOUND,CANADA,,1,2,2,0,0,1,,950525,950525,0,I,1,10:44.0,I
27640,27640 A,FIRST CHOICE CONTRUCT EQUIP,CANADA,,2,2,2,0,0,1,,950525,950525,0,I,1,10:44.0,I
27641,27641 A,HI-TECH AUTO STEREO,CANADA,,1,2,2,0,0,1,,950525,950525,0,I,1,10:44.0,I
27642,27642 A,CURRENT POWER MACHINERY INC,CANADA,,2,2,2,1,0,1,,950525,950525,0,I,1,10:44.0,I
77091,77091 A,ARGUS SERVICE CO,PSA,,1,2,2,0,0,1,,950526,990428,0,I,1,10:44.0,I
77092,77092 A,KEITH'S APPLIANCE,PSA,,1,2,2,0,0,1,,950526,961219,0,I,1,10:44.0,I
62210,62210 A,FURNITURE FIRST,FLPP,,1,2,3,0,0,1,,950529,950529,0,I,1,10:44.0,I
62223,62223 A,HOME FURNISHING GALLERY,FLPP,,1,2,3,0,0,1,,950529,950529,0,I,1,10:44.0,I
62147,62147 A,WALKER FURNITURE,FLPP,,1,2,3,0,0,1,,950529,950529,0,I,1,10:44.0,I
42069,42069 A,THE VAC SHOP,THE VA,,2,2,2,0,0,1,,950531,980915,0,I,1,10:44.0,I
6012,6012  A,GEORGE DAVID,GEORGE,,1,2,2,3,0,1,,950602,990622,0,I,1,10:44.0,I
53631,53631 A,SHARPER VIDEO,SHARPE,,1,2,2,2,0,1,,950609,980625,0,I,2,10:44.0,I
54597,54597 A,PREMIER SERVICE CLUB,PREIM,,1,2,2,0,0,1,,950614,960729,0,I,3,10:44.0,I
53657,53657 A,TOTAL RESEARCH & REPLACEMENT,TOTAL,,1,2,2,1,0,2,,950619,1010711,0,I,1,10:44.0,I
53672,53672 A,WESTERN AUTO,25528,,1,1,3,3,0,2,,950620,960215,0,I,2,10:44.0,I
68013,68013 A,THOMAS APPLIANCE SERVICE,THOMAS,,1,2,2,0,0,1,,950620,961216,0,I,1,10:44.0,I
