DealerNumber,LegancyDealerNumber,DealerFullName,DealerShortName,DiscountCode,PricingTypeCode,ProductFrom,TypeofServiceFrom,ReplacementProductType,SecondReplacementMethod,ReplacementPaymentMethodCode,InterestChargedCode,DateOfRecordEntry,DateOfLastMaintained,LastChangedEmployeeNumber,RecordActivityStatusFlag,CancellationProcessiongCode,AuditCreateDate,AuditType
56447,56447 A,CALDWELL TV & APPLIANCE,CALDWE,,1,2,2,1,2,1,,1190311,1190311,0,A,1,10:44.0,I
56448,56448 A,WESSINGER'S APPLIANCE SALES,WESSIN,,1,2,2,1,2,1,,1190311,1190311,0,A,1,10:44.0,I
56469,56469 A,DOWNS TV & APPLIANCE INC,DOWNS,,1,2,2,1,2,1,,1190311,1190311,0,A,1,10:44.0,I
56470,56470 A,NAMPA APPLIANCE TV & MATTRESS,NAMPA,,1,2,2,1,2,1,,1190311,1190311,0,A,1,10:44.0,I
56471,56471 A,LAFITTES HOME FURNISHINGS,LAFITT,,1,2,2,1,2,1,,1190313,1190313,0,A,1,10:44.0,I
56472,56472 A,LARRYS ROCKPORT TRADING CENTER,LARRYS,,1,2,2,1,2,1,,1190313,1190313,0,A,1,10:44.0,I
56473,56473 A,GARY MICHAELS FINE JEWELRY,GARYMI,,1,2,2,1,2,1,,1190314,1190314,0,A,1,10:44.0,I
56474,56474 A,BENSON APPLIANCE CENTER,BENSON,,1,2,2,1,2,1,,1190318,1190318,0,A,1,10:44.0,I
56475,56475 A,DEGROODS HOME STORE,DEGROO,,1,2,2,1,2,1,,1190319,1190319,0,A,1,10:44.0,I
56476,56476 A,HOME HAVEN FURNITURE AND APPL,HOMEHA,,1,2,2,1,2,1,,1190319,1190319,0,A,1,10:44.0,I
56477,56477 A,HINNS HOME FURNISHINGS,HINNSH,,1,2,2,1,2,1,,1190320,1190320,0,I,1,10:44.0,I
56478,56478 A,THE JEWELRY LINK,JEWELR,,1,2,2,1,2,1,,1190320,1190320,0,A,1,10:44.0,I
56479,56479 A,THE PLUMBING WAREHOUSE,THEPLU,,1,2,2,1,2,1,,1190321,1190321,0,A,1,10:44.0,I
56480,56480 A,MARTINS FAMILY APPLIANCE CTR,MARTIN,,1,2,2,1,2,1,,1190321,1190321,0,A,1,10:44.0,I
56481,56481 A,INTERIOR FURNITURE & APPLIANCE,INTERI,,1,2,2,1,2,1,,1190321,1190321,0,A,1,10:44.0,I
56467,56467 A,APPLIANCES PLUMBING DESIGN INC,APPLIA,,1,2,2,1,2,1,,1190321,1190321,0,A,1,10:44.0,I
56486,56486 A,HORIZON APPLIANCE,HORIZO,,1,2,2,1,2,1,,1190323,1190323,0,A,1,10:44.0,I
56487,56487 A,DC APPLIANCE,DC APP,,1,2,2,1,2,1,,1190323,1190323,0,A,1,10:44.0,I
56488,56488 A,MASTERSONS APPLIANCE,MASTER,,1,2,2,1,2,1,,1190323,1190323,0,A,1,10:44.0,I
56483,56483 A,SCOTT APPLIANCES,SCOTTA,,1,2,2,1,2,1,,1190325,1190325,0,A,1,10:44.0,I
56484,56484 A,CAESARS APPLIANCE SERVICE INC,CAESAR,,1,2,2,1,2,1,,1190325,1190325,0,A,1,10:44.0,I
56485,56485 A,MAHLANDERS APPLIANCE & LIGHTIN,MAHLAN,,1,2,2,1,2,1,,1190325,1190325,0,A,1,10:44.0,I
56482,56482 A,REUSCH JEWELERS,REUSCH,,1,2,2,1,2,1,,1190326,1190326,0,A,1,10:44.0,I
56492,56492 A,NAZARS FINE JEWELRY,NAZARS,,1,2,2,1,2,1,,1190326,1190326,0,A,1,10:44.0,I
56491,56491 A,KITCHEN & BATH GALLERIES,KITCHE,,1,2,2,1,2,1,,1190326,1190326,0,A,1,10:44.0,I
56493,56493 A,NOVAK AND PARKER HOME APPL,NOVAKA,,1,2,2,1,2,1,,1190327,1190327,0,A,1,10:44.0,I
56494,56494 A,KINGS GREAT BUYS PLUS KY,KINGSG,,1,2,2,1,2,1,,1190327,1190710,0,A,1,10:44.0,I
56495,56495 A,SANDPOINT TV AND APPLIANCE CO,SANDPO,,1,2,2,1,2,1,,1190328,1190328,0,A,1,10:44.0,I
56496,56496 A,HERITAGE HOME GOODS,HERITA,,1,2,2,1,2,1,,1190328,1190328,0,A,1,10:44.0,I
56497,56497 A,DEWS APPLIANCE AND HVAC,DEWSAP,,1,2,2,1,2,1,,1190328,1190328,0,A,1,10:44.0,I
56498,56498 A,TEXAS HOME FURNISHINGS,TEXASH,,1,2,2,1,2,1,,1190328,1190328,0,A,1,10:44.0,I
56501,56501 A,HOME APPLIANCE CO,HOMEAP,,1,2,2,1,2,1,,1190403,1190403,0,A,1,10:44.0,I
56499,56499 A,VAN SCOY JEWELERS,VANSCO,,1,2,2,1,2,1,,1190403,1190403,0,A,1,10:44.0,I
56502,56502 A,NEW AGE APPLIANCES MILWAUKEE,NEW AG,1,2,2,2,2,1,1,,1190404,1190404,0,A,1,10:44.0,I
56504,56504 A,WAYSIDE FURNITURE INC,WAYSID,,1,2,2,1,2,1,,1190405,1190405,0,A,1,10:44.0,I
56503,56503 A,CULLENS HOME CENTER,CULLEN,,1,2,2,1,2,1,,1190405,1190405,0,A,1,10:44.0,I
56506,56506 A,ECONOMY FURNITURE CO,ECONOM,,1,2,2,1,2,1,,1190410,1190410,0,A,1,10:44.0,I
56511,56511 A,THOMAS COMPANY,THOMAS,,1,2,2,1,2,1,,1190411,1190411,0,A,1,10:44.0,I
56468,56468 A,LARGENTS INC,LARGEN,,1,2,2,1,2,1,,1190411,1190411,0,A,1,10:44.0,I
56489,56489 A,BISHOPPS APPLIANCES,BISHOP,,1,2,2,1,2,1,,1190411,1190411,0,A,1,10:44.0,I
56510,56510 A,A-ALL APPLIANCE,A-ALL,,1,2,2,1,2,1,,1190411,1190411,0,A,1,10:44.0,I
56509,56509 A,APPLIANCE CENTER OF NORTHERN C,APPLIA,,1,2,2,1,2,1,,1190411,1190411,0,A,1,10:44.0,I
56512,56512 A,APPLIASMATT LIQUIDATORS LLC,APPLIA,,1,2,2,1,2,1,,1190416,1190416,0,A,1,10:44.0,I
56513,56513 A,KENYON NOBLE LUMBER COMPANY,KENYON,,1,2,2,1,2,1,,1190416,1190416,0,A,1,10:44.0,I
56516,56516 A,VIDEO KINGDOM,VIDEOK,,1,2,2,1,2,1,,1190417,1190417,0,A,1,10:44.0,I
56490,56490 A,CHARLEYS APPLIANCE INC,CHARLE,,1,2,2,1,2,1,,1190417,1190417,0,A,1,10:44.0,I
56517,56517 A,GOFORTH HOME & LAWN,GOFORT,,1,2,2,1,2,1,,1190418,1190418,0,A,1,10:44.0,I
56515,56515 A,YOUR PERSONAL JEWELER,YOURPE,,1,2,2,1,2,1,,1190418,1190418,0,A,1,10:44.0,I
56518,56518 A,ALABAMA APPLIANCE,ALABAM,,1,2,2,1,2,1,,1190418,1190418,0,A,1,10:44.0,I
56519,56519 A,AP APPLIANCE HEATING & COOLING,APAPPL,,1,2,2,1,2,1,,1190418,1190418,0,A,1,10:44.0,I
56520,56520 A,ALLSHOUSE APPLIANCE INC,ALLSHO,,1,2,2,1,2,1,,1190419,1190419,0,A,1,10:44.0,I
56521,56521 A,APPLIANCES UNLIMITED,APPLIA,,1,2,2,1,2,1,,1190419,1190419,0,A,1,10:44.0,I
56522,56522 A,JOHNSON BROTHERS APPLIANCES,JOHNSO,,1,2,2,1,2,1,,1190422,1190422,0,A,1,10:44.0,I
56523,56523 A,AK NAHAS SHOPPING CENTER INC,AKNAHA,,1,2,2,1,2,1,,1190422,1190422,0,A,1,10:44.0,I
56524,56524 A,AZZARI APPLIANCES,AZZARI,,1,2,2,1,2,1,,1190422,1190422,0,A,1,10:44.0,I
56525,56525 A,APPLIANCE SHOWROOM,APPLIA,,1,2,2,1,2,1,,1190422,1190422,0,A,1,10:44.0,I
56526,56526 A,SIANO APPLIANCE DISTRIBUTORS,SIANOA,,1,2,2,1,2,1,,1190422,1190422,0,A,1,10:44.0,I
56500,56500 A,GOLD N TREASURE,GOLDNT,,1,2,2,1,2,1,,1190423,1190423,0,A,1,10:44.0,I
56514,56514 A,GOODMAN AND SONS JEWELERS,GOODMA,,1,2,2,1,2,1,,1190423,1190423,0,A,1,10:44.0,I
56527,56527 A,SHELBY SMITH INC,SHELBY,,1,2,2,1,2,1,,1190424,1190424,0,A,1,10:44.0,I
56528,56528 A,ARNOLDS APPLIANCE,ARNOLD,,1,2,2,1,2,1,,1190425,1190425,0,A,1,10:44.0,I
56529,56529 A,ALBERS APPLIANCE,ALBERS,,1,2,2,1,2,1,,1190426,1190426,0,A,1,10:44.0,I
56530,56530 A,POCATELLO ELECTRIC CO INC,POCATE,,1,2,2,1,2,1,,1190502,1190502,0,A,1,10:44.0,I
56531,56531 A,EAST TOWN TV & APPLIANCE INC,EASTTO,,1,2,2,1,2,1,,1190502,1190502,0,A,1,10:44.0,I
56532,56532 A,SARA APPLIANCE & ELECTRONICS,SARAAP,,1,2,2,1,2,1,,1190506,1190506,0,A,1,10:44.0,I
56533,56533 A,MESA TV AND APPLIANCE,MESATV,,1,2,2,1,2,1,,1190506,1190506,0,A,1,10:44.0,I
56534,56534 A,SADDLEBACK APPLIANCES,SADDLE,,1,2,2,1,2,1,,1190506,1190506,0,A,1,10:44.0,I
56535,56535 A,COFFMANS INC,COFFMA,,1,2,2,1,2,1,,1190508,1190508,0,A,1,10:44.0,I
56415,56415 A,SOUTHERN CINEMA DESIGN,SOUTHE,,1,2,2,1,2,1,,1190508,1190508,0,A,1,10:44.0,I
56536,56536 A,DESOTO APPLIANCE AND REPAIR,DESOTO,,1,2,2,1,2,1,,1190509,1190509,0,A,1,10:44.0,I
56505,56505 A,LUECKE AUDIO VIDEO INC,LUECKE,,1,2,2,1,2,1,,1190513,1190513,0,A,1,10:44.0,I
56542,56542 A,INTEGRATION CONTROLS LLC,INTEGR,,1,2,2,1,2,1,,1190513,1190513,0,A,1,10:44.0,I
56543,56543 A,ALAMO ELECTRONICS INC,ALAMO,,1,2,2,1,2,1,,1190513,1190513,0,A,1,10:44.0,I
56549,56549 A,SPRINGER'S JEWELERS,SPRING,,1,2,2,1,2,1,,1190515,1190717,0,A,1,10:44.0,I
56546,56546 A,HOME APPLIANCE SALES & SERVICE,HOMEAP,,1,2,2,1,2,1,,1190515,1190515,0,A,1,10:44.0,I
56547,56547 A,OLIVER DYERS APPLIANCE,OLIVER,,1,2,2,1,2,1,,1190515,1190515,0,A,1,10:44.0,I
56548,56548 A,EZ TV & APPLIANCES,EZTVAP,,1,2,2,1,2,1,,1190515,1190515,0,A,1,10:44.0,I
56550,56550 A,KELLENBERGER APPLIANCE,KELLEN,,1,2,2,1,2,1,,1190516,1190516,0,A,1,10:44.0,I
56551,56551 A,SULLY PLUMBING & HEATING,SULLYP,,1,2,2,1,2,1,,1190516,1190516,0,A,1,10:44.0,I
56552,56552 A,KOLHAGES APPLIANCE AND AC,KOLHAG,,1,2,2,1,2,1,,1190517,1190517,0,A,1,10:44.0,I
56553,56553 A,MELANDERS TV & APPLIANCES,MELAND,,1,2,2,1,2,1,,1190517,1190517,0,A,1,10:44.0,I
56554,56554 A,SONNYS DISCOUNT APPLIANCES INC,SONNYS,,1,2,2,1,2,1,,1190517,1190517,0,A,1,10:44.0,I
56555,56555 A,BERGMANN APPLAINCE & TV INC,BERGMA,,1,2,2,1,2,1,,1190520,1190520,0,A,1,10:44.0,I
56556,56556 A,PIONEER APPLIANCE COMPANY,PIONEE,,1,2,2,1,2,1,,1190520,1190520,0,A,1,10:44.0,I
56557,56557 A,WOODLEE APPLIANCE INC,WOODLE,,1,2,2,1,2,1,,1190520,1190520,0,A,1,10:44.0,I
56564,56564 A,CAGLES APPLIANCE,CAGLES,,1,2,2,1,2,1,,1190523,1190523,0,A,1,10:44.0,I
56565,56565 A,TAYLORS APPLIANCE,TAYLOR,,1,2,2,1,2,1,,1190523,1190523,0,A,1,10:44.0,I
56539,56539 A,CHAMPAIGN APPLIANCE CENTER,CHAMPA,,1,2,2,1,2,1,,1190523,1190523,0,A,1,10:44.0,I
56507,56507 A,VINCES TV & APPLIANCES LLC,VINCES,,1,2,2,1,2,1,,1190523,1190523,0,A,1,10:44.0,I
56537,56537 A,THUNES HOME APPLIANCE CENTER,THUNES,,1,2,2,1,2,1,,1190523,1190523,0,A,1,10:44.0,I
56538,56538 A,LANGS APPLIANCE SERVICE,LANGS,,1,2,2,1,2,1,,1190523,1190523,0,A,1,10:44.0,I
56540,56540 A,CHRISTIES APPLIANCE & MATTRESS,CHRIST,,1,2,2,1,2,1,,1190523,1190523,0,A,1,10:44.0,I
56566,56566 A,PARSONS FURNITURE & APPLIANCE,PARSON,,1,2,2,1,2,1,,1190529,1190529,0,A,1,10:44.0,I
56567,56567 A,STEELES,STEELE,,1,2,2,1,2,1,,1190529,1190529,0,A,1,10:44.0,I
56569,56569 A,BLACKS APPLIANCES AUDIO VIDEO,BLACKS,,1,2,2,1,2,1,,1190603,1210607,0,A,1,10:44.0,I
56570,56570 A,RED RIVER LUMBER,REDRIV,,1,2,2,1,2,1,,1190603,1190603,0,A,1,10:44.0,I
56571,56571 A,WARN HOME FURNISHINGS,WARNHO,,1,2,2,1,2,1,,1190603,1190603,0,A,1,10:44.0,I
56572,56572 A,WAADT APPLIANCE INC,WAADTA,,1,2,2,1,2,1,,1190603,1190603,0,A,1,10:44.0,I
56573,56573 A,TRAVISS TV & ELECTRONICS,TRAVIS,,1,2,2,1,2,1,,1190603,1190603,0,A,1,10:44.0,I
56574,56574 A,GADES APPLIANCE,GADESA,,1,2,2,1,2,1,,1190603,1190603,0,A,1,10:44.0,I
56575,56575 A,EARL B FEIDEN INC,EARLBF,,1,2,2,1,2,1,,1190603,1190603,0,A,1,10:44.0,I
56576,56576 A,WENGER FURNITURE & APPLIANCES,WENGER,,1,2,2,1,2,1,,1190603,1190603,0,A,1,10:44.0,I
56577,56577 A,BILL MAY APPLIANCE INC,BILLMA,,1,2,2,1,2,1,,1190604,1190604,0,A,1,10:44.0,I
56568,56568 A,BESPOKE FINE JEWELRY,BESPOK,,1,2,2,1,2,1,,1190604,1190604,0,A,1,10:44.0,I
56657,56657 A,CHARLOTTE FURNITURE AND APPL,CHARLO,,1,2,2,1,2,1,,1190605,1190711,0,A,1,10:44.0,I
56578,56578 A,A1 HOME APPLIANCE CENTER,A1HOME,,1,2,2,1,2,1,,1190605,1190605,0,A,1,10:44.0,I
56579,56579 A,AMERICAN SUPERSTORES,AMERIC,,1,2,2,1,2,1,,1190605,1190605,0,A,1,10:44.0,I
56580,56580 A,REGAL FURNITURE,REGALF,,1,2,2,1,2,1,,1190605,1190605,0,A,1,10:44.0,I
56581,56581 A,CULLIGAN OF WORTHINGTON,CULLIG,,1,2,2,1,2,1,,1190605,1190605,0,A,1,10:44.0,I
56582,56582 A,TUCKERS FURNITURE & APPLIANCE,TUCKER,,1,2,2,1,2,1,,1190606,1190606,0,A,1,10:44.0,I
56583,56583 A,APPLIANCE DISCOUNTERS,APPLIA,,1,2,2,1,2,1,,1190606,1190606,0,A,1,10:44.0,I
56584,56584 A,WARRENS MODERN APPLIANCE,WARREN,,1,2,2,1,2,1,,1190607,1190607,0,A,1,10:44.0,I
56585,56585 A,YINGST TV & APPLIANCE,YINGST,,1,2,2,1,2,1,,1190607,1190607,0,A,1,10:44.0,I
56586,56586 A,WOODRUFF APPLIANCE & TV INC,WOODRU,,1,2,2,1,2,1,,1190607,1190607,0,A,1,10:44.0,I
56587,56587 A,GIFFORD TV & ELECTRONICS INC,GIFFOR,,1,2,2,1,2,1,,1190611,1190611,0,A,1,10:44.0,I
56588,56588 A,TEXAS FURNITURE AND APPLIANCE,TEXASH,,1,2,2,1,2,1,,1190611,1190611,0,A,1,10:44.0,I
56589,56589 A,BASINS HOME APPLIANCE & SERV,BASINS,,1,2,2,1,2,1,,1190612,1190612,0,A,1,10:44.0,I
56590,56590 A,HENDRICK APPLIANCE INC,HENDRI,,1,2,2,1,2,1,,1190612,1190612,0,A,1,10:44.0,I
56591,56591 A,RAYS TV & APPLIANCE,RAYSTV,,1,2,2,1,2,1,,1190612,1190612,0,A,1,10:44.0,I
56592,56592 A,BLUE RIDGE APPLIANCE & HEARTH,BLUERI,,1,2,2,1,2,1,,1190612,1190612,0,A,1,10:44.0,I
56593,56593 A,LUCYS APPLIANCES INC,LUCYSA,,1,2,2,1,2,1,,1190614,1190614,0,A,1,10:44.0,I
56594,56594 A,BROTHERS MAIN INC,BROTHE,,1,2,2,1,2,1,,1190614,1190614,0,A,1,10:44.0,I
56595,56595 A,RUSSELLS OF NEILLSVILLE,RUSSEL,,1,2,2,1,2,1,,1190614,1190614,0,A,1,10:44.0,I
56596,56596 A,BON MARCHE APPLIANCE CENTER,BONMAR,,1,2,2,1,2,1,,1190614,1190614,0,A,1,10:44.0,I
56545,56545 A,FUSION SYSTEMS LLC,FUSION,,1,2,2,1,2,1,,1190617,1190617,0,A,1,10:44.0,I
56597,56597 A,STEREO WEST INC,STEREO,,1,2,2,1,2,1,,1190617,1190617,0,A,1,10:44.0,I
56541,56541 A,SONNYS DISCOUNT APPLIANCES,SONNYS,,1,2,2,1,2,1,,1190617,1190617,0,A,1,10:44.0,I
56598,56598 A,FLECKS FURNITURE & APPLIANCE,FLECKS,,1,2,2,1,2,1,,1190617,1190617,0,A,1,10:44.0,I
56166,56166 A,CAROLINA APPLIANCE & FURNITURE,CAROLI,,1,2,2,1,2,1,,1190617,1190617,0,A,1,10:44.0,I
56599,56599 A,NIELSEN ELECTRIC TV & APPLIANC,NIELSE,,1,2,2,1,2,1,,1190617,1190617,0,A,1,10:44.0,I
56601,56601 A,FELTON APPLIANCE LLC,FELTON,,1,2,2,1,2,1,,1190617,1190617,0,A,1,10:44.0,I
56603,56603 A,PEARSONS APPLIANCE,PEARSO,,1,2,2,1,2,1,,1190618,1190618,0,A,1,10:44.0,I
56604,56604 A,DAKOTA APPLIANCE OUTLET,DAKOTA,,1,2,2,1,2,1,,1190618,1190618,0,A,1,10:44.0,I
56605,56605 A,BJS FURNITURE AND APPLIANCE,BJSFUR,,1,2,2,1,2,1,,1190618,1190618,0,A,1,10:44.0,I
56607,56607 A,COHENS ELECTRONICS & APPLIANCE,COHENS,,1,2,2,1,2,1,,1190619,1190619,0,A,1,10:44.0,I
56606,56606 A,VANVREEDE TV AND APPLIANCE,VANVRE,,1,2,2,1,2,1,,1190620,1190620,0,A,1,10:44.0,I
56610,56610 A,CULLENS HOME CENTER OF ALEXAND,CHCALE,,1,2,2,1,2,1,,1190620,1190620,0,A,1,10:44.0,I
56600,56600 A,JIMS APPLIANCES OF INMAN INC,JIMS A,,1,2,2,1,2,1,,1190621,1190621,0,A,1,10:44.0,I
56608,56608 A,OWEN FURNITURE CO.,OWENFU,,1,2,2,1,2,1,,1190621,1190621,0,A,1,10:44.0,I
56611,56611 A,BARTO APPLIANCE,BARTOA,,1,2,2,1,2,1,,1190621,1190621,0,A,1,10:44.0,I
56609,56609 A,CULLENS HOME CENTER OF WILLMAR,CHCWIL,,1,2,2,1,2,1,,1190622,1190622,0,A,1,10:44.0,I
56612,56612 A,ALAMANCE TV & HOME FURNISHINGS,ALAMAN,,1,2,2,1,2,1,,1190622,1190622,0,A,1,10:44.0,I
56613,56613 A,SMITH SALES INC,KGBPIL,,1,2,2,1,2,1,,1190622,1190622,0,A,1,10:44.0,I
56614,56614 A,THE APPLIANCE STORE INC,APLSTR,,1,2,2,1,2,1,,1190622,1190622,0,A,1,10:44.0,I
56615,56615 A,HOPE FURNITURE OUTLET,HOPEFU,,1,2,2,1,2,1,,1190622,1190622,0,I,1,10:44.0,I
56616,56616 A,TIDEWATER APPLIANCE & MATTRESS,TIDEWA,,1,2,2,1,2,1,,1190622,1220104,0,A,1,10:44.0,I
56617,56617 A,JERRYS TV SALES AND SERVICE,JERRYS,,1,2,2,1,2,1,,1190622,1190622,0,A,1,10:44.0,I
56618,56618 A,SABER TV,SABERT,,1,2,2,1,2,1,,1190622,1190622,0,A,1,10:44.0,I
56619,56619 A,WILCOXSONS HOME PLACE,WILCOX,,1,2,2,1,2,1,,1190622,1190622,0,A,1,10:44.0,I
56624,56624 A,NATIONWIDE TIER 2,NMGT2,,1,2,2,1,2,1,,1190625,1190625,0,A,1,10:44.0,I
56625,56625 A,NATIONWIDE TIER 3,NMGT3,,1,2,2,1,2,1,,1190625,1190625,0,A,1,10:44.0,I
56626,56626 A,NATIONWIDE TIER 4,NMGT4,,1,2,2,1,2,1,,1190625,1190625,0,A,1,10:44.0,I
56620,56620 A,WILSON BATES APPLIANCE STORES,WILSON,,1,2,2,1,2,1,,1190626,1190626,0,A,1,10:44.0,I
56621,56621 A,WESTERN APPLIANCE,WESTER,,1,2,2,1,2,1,,1190626,1190626,0,A,1,10:44.0,I
56622,56622 A,BIG GEORGE HOME APPLIANCE MART,BIGGEO,,1,2,2,1,2,1,,1190626,1190626,0,A,1,10:44.0,I
56623,56623 A,FRIEDMANS HOME EXPERIENCE,FRIEDM,,1,2,2,1,2,1,,1190626,1190626,0,A,1,10:44.0,I
56627,56627 A,DRYE SUPPLY,DRYESU,,1,2,2,1,2,1,,1190626,1190626,0,A,1,10:44.0,I
56628,56628 A,TRI SUPPLY CO,TRISUP,,1,2,2,1,2,1,,1190626,1190626,0,A,1,10:44.0,I
56629,56629 A,COLEMAN APPLIANCE,COLEMA,,1,2,2,1,2,1,,1190626,1190626,0,A,1,10:44.0,I
56630,56630 A,A & A APPLIANCE CENTER INC,A&AAPL,,1,2,2,1,2,1,,1190626,1190626,0,A,1,10:44.0,I
56631,56631 A,STANDARD TV AND APPLIANCE INC,STANDA,,1,2,2,1,2,1,,1190626,1200326,0,A,1,10:44.0,I
56632,56632 A,EKLUNDS APPLIANCE & TV INC,EKLUND,,1,2,2,1,2,1,,1190626,1190626,0,A,1,10:44.0,I
56633,56633 A,MODERN GAS COMPANY INC,MODERN,,1,2,2,1,2,1,,1190626,1190626,0,A,1,10:44.0,I
56634,56634 A,ROGERS HOME APPLIANCES,ROGERS,,1,2,2,1,2,1,,1190628,1190628,0,A,1,10:44.0,I
56635,56635 A,CRISS CO INC,CRISSC,,1,2,2,1,2,1,,1190628,1190628,0,A,1,10:44.0,I
56636,56636 A,TRI-COUNTY APPLIANCE,TRICOU,,1,2,2,1,2,1,,1190628,1190628,0,A,1,10:44.0,I
56637,56637 A,POLETSKIS APPLIANCE CENTER INC,POLETS,,1,2,2,1,2,1,,1190628,1190628,0,A,1,10:44.0,I
56638,56638 A,BOB WALLACE APPLIANCE,BOBWAL,,1,2,2,1,2,1,,1190628,1190628,0,A,1,10:44.0,I
56639,56639 A,C A WILSON COMPANY,CAWILS,,1,2,2,1,2,1,,1190701,1190701,0,A,1,10:44.0,I
56640,56640 A,KINGS GREAT BUYS PLUS IN,KGBPIN,,1,2,2,1,2,1,,1190701,1200908,0,A,1,10:44.0,I
56641,56641 A,NATIONWIDE SW TIER 2,NMGSW2,,1,2,2,1,2,1,,1190701,1190701,0,A,1,10:44.0,I
56642,56642 A,NATIONWIDE SW TIER 3,NMGSW3,,1,2,2,1,2,1,,1190701,1190701,0,A,1,10:44.0,I
56643,56643 A,NATIONWIDE SW TIER 4,NMGSW4,,1,2,2,1,2,1,,1190701,1190701,0,A,1,10:44.0,I
56644,56644 A,CASEYS APPLIANCE LLC,CASEYS,,1,2,2,1,2,1,,1190702,1190702,0,A,1,10:44.0,I
56645,56645 A,NEALS FURNITURE,NEALSF,,1,2,2,1,2,1,,1190702,1190702,0,A,1,10:44.0,I
56648,56648 A,SOUTHERN TIRE AND APPLIANCE,SOUTHE,,1,2,2,1,2,1,,1190702,1190702,0,A,1,10:44.0,I
56646,56646 A,APPLIANCE ALLEY,APLALL,,1,2,2,1,2,1,,1190703,1190703,0,A,1,10:44.0,I
56647,56647 A,BARRY ELECTRIC,BARRYE,,1,2,2,1,2,1,,1190703,1190703,0,A,1,10:44.0,I
56649,56649 A,TELETRON INC,TELETR,,1,2,2,1,2,1,,1190703,1190703,0,A,1,10:44.0,I
56650,56650 A,MODERN APPLIANCE COMPANY,MODERN,,1,2,2,1,2,1,,1190708,1190708,0,A,1,10:44.0,I
56651,56651 A,MACKEY HOME FURNISHINGS,MACKEY,,1,2,2,1,2,1,,1190708,1190708,0,A,1,10:44.0,I
56652,56652 A,MISSOURI FURNITURE INC,MISSOU,,1,2,2,1,2,1,,1190709,1190709,0,A,1,10:44.0,I
56653,56653 A,HAKODAS BUILDERS APPLIANCE,HAKODA,,1,2,2,1,2,1,,1190709,1190709,0,A,1,10:44.0,I
56654,56654 A,QUINN APPLIANCE,QUINNA,,1,2,2,1,2,1,,1190709,1190709,0,A,1,10:44.0,I
56655,56655 A,DISCO MART,DISCOM,,1,2,2,1,2,1,,1190711,1190711,0,A,1,10:44.0,I
56656,56656 A,RENOVA APPLIANCE CENTER,RENOVA,,1,2,2,1,2,1,,1190711,1190711,0,A,1,10:44.0,I
56658,56658 A,ARROW ASSOCIATED STORES,ARROWA,,1,2,2,1,2,1,,1190711,1190711,0,A,1,10:44.0,I
56659,56659 A,DEWHITT APPLIANCES,DEWHIT,,1,2,2,1,2,1,,1190712,1190712,0,A,1,10:44.0,I
56660,56660 A,MELS TV AND APPLIANCE,MELSTV,,1,2,2,1,2,1,,1190712,1190712,0,A,1,10:44.0,I
56661,56661 A,FILCO INC,FILCO,,1,2,2,1,2,1,,1190712,1190712,0,A,1,10:44.0,I
56602,56602 A,ADAMS FURNITURE & APPLIANCE,ADAMS,,1,2,2,1,2,1,,1190715,1190715,0,A,1,10:44.0,I
56391,56391 A,FURNITURE & BEYOND,FURNIT,,1,2,2,1,2,1,,1190715,1190715,0,A,1,10:44.0,I
56662,56662 A,THORPES APPLIANCES,THORPE,,1,2,2,1,2,1,,1190716,1190716,0,A,1,10:44.0,I
56663,56663 A,SOUTH STEPHENS APPLIANCE,SOUTHS,,1,2,2,1,2,1,,1190716,1190716,0,A,1,10:44.0,I
56675,56675 A,TOWN AND COUNTRY HOMECENTER,TOWN&C,,1,2,2,1,2,1,,1190716,1190716,0,A,1,10:44.0,I
56676,56676 A,DALBORS HOME FURNISHINGS,DALBOR,,1,2,2,1,2,1,,1190716,1190716,0,A,1,10:44.0,I
56677,56677 A,ORTMEIERS TV & APPLIANCE,ORTMEI,,1,2,2,1,2,1,,1190716,1190716,0,A,1,10:44.0,I
56678,56678 A,RIFES TV & APPLIANCE CORP,RIFEST,,1,2,2,1,2,1,,1190716,1190716,0,A,1,10:44.0,I
56680,56680 A,COMPTON AND SON APPLIANCE,COMPTO,,1,2,2,1,2,1,,1190717,1190717,0,A,1,10:44.0,I
56681,56681 A,LOEPP FURNITURE & APPLIANCE,LOEPP,,1,2,2,1,2,1,,1190717,1190717,0,A,1,10:44.0,I
56668,56668 A,JOHNSON MERTZ APPLIANCE,JOHNSO,,1,2,2,1,2,1,,1190717,1190717,0,A,1,10:44.0,I
56682,56682 A,DENHAM SPRINGS APPLIANCE,DENHAM,,1,2,2,1,2,1,,1190718,1190718,0,A,1,10:44.0,I
56669,56669 A,PRIME APPLIANCE,PRIME,,1,2,2,1,2,1,,1190718,1190718,0,A,1,10:44.0,I
56670,56670 A,FJS DISTRIBUTORS,FJS DI,,1,2,2,1,2,1,,1190718,1190718,0,A,1,10:44.0,I
56672,56672 A,THE APPLIANCE CENTER,THE AP,,1,2,2,1,2,1,,1190718,1190718,0,A,1,10:44.0,I
56667,56667 A,QUALES ELECTRONICS,QUALES,,1,2,2,1,2,1,,1190718,1190718,0,A,1,10:44.0,I
56674,56674 A,FOWLERS TV INC,FOWLER,,1,2,2,1,2,1,,1190718,1190718,0,A,1,10:44.0,I
